date,store,sales
2013-04-27,9,2718
2013-04-27,10,2844
2013-04-28,1,2461
2013-04-28,2,3588
2013-04-28,3,3117
2013-04-28,4,2918
2013-04-28,5,2086
2013-04-28,6,2094
2013-04-28,7,1931
2013-04-28,8,3346
2013-04-28,9,2908
2013-04-28,10,3061
2013-04-29,1,1565
2013-04-29,2,2347
2013-04-29,3,2052
2013-04-29,4,1929
2013-04-29,5,1375
2013-04-29,6,1379
2013-04-29,7,1270
2013-04-29,8,2152
2013-04-29,9,1901
2013-04-29,10,2055
2013-04-30,1,1933
2013-04-30,2,2695
2013-04-30,3,2481
2013-04-30,4,2175
2013-04-30,5,1622
2013-04-30,6,1663
2013-04-30,7,1484
2013-04-30,8,2607
2013-04-30,9,2257
2013-04-30,10,2382
2013-05-01,1,2111
2013-05-01,2,2971
2013-05-01,3,2586
2013-05-01,4,2401
2013-05-01,5,1699
2013-05-01,6,1763
2013-05-01,7,1594
2013-05-01,8,2802
2013-05-01,9,2427
2013-05-01,10,2613
2013-05-02,1,2273
2013-05-02,2,3184
2013-05-02,3,2792
2013-05-02,4,2597
2013-05-02,5,1854
2013-05-02,6,1768
2013-05-02,7,1670
2013-05-02,8,3004
2013-05-02,9,2618
2013-05-02,10,2793
2013-05-03,1,2315
2013-05-03,2,3379
2013-05-03,3,2886
2013-05-03,4,2778
2013-05-03,5,1917
2013-05-03,6,1996
2013-05-03,7,1817
2013-05-03,8,3238
2013-05-03,9,2686
2013-05-03,10,2984
2013-05-04,1,2504
2013-05-04,2,3618
2013-05-04,3,3171
2013-05-04,4,2824
2013-05-04,5,2062
2013-05-04,6,2151
2013-05-04,7,1919
2013-05-04,8,3429
2013-05-04,9,2876
2013-05-04,10,3200
2013-05-05,1,2533
2013-05-05,2,3814
2013-05-05,3,3361
2013-05-05,4,3150
2013-05-05,5,2167
2013-05-05,6,2231
2013-05-05,7,2070
2013-05-05,8,3690
2013-05-05,9,3088
2013-05-05,10,3234
2013-05-06,1,1774
2013-05-06,2,2476
2013-05-06,3,2269
2013-05-06,4,2054
2013-05-06,5,1491
2013-05-06,6,1488
2013-05-06,7,1341
2013-05-06,8,2399
2013-05-06,9,1990
2013-05-06,10,2182
2013-05-07,1,2046
2013-05-07,2,2942
2013-05-07,3,2550
2013-05-07,4,2380
2013-05-07,5,1676
2013-05-07,6,1731
2013-05-07,7,1640
2013-05-07,8,2792
2013-05-07,9,2428
2013-05-07,10,2618
2013-05-08,1,2083
2013-05-08,2,2908
2013-05-08,3,2583
2013-05-08,4,2374
2013-05-08,5,1766
2013-05-08,6,1725
2013-05-08,7,1667
2013-05-08,8,2781
2013-05-08,9,2423
2013-05-08,10,2591
2013-05-09,1,2171
2013-05-09,2,3088
2013-05-09,3,2778
2013-05-09,4,2628
2013-05-09,5,1852
2013-05-09,6,1793
2013-05-09,7,1658
2013-05-09,8,3044
2013-05-09,9,2545
2013-05-09,10,2847
2013-05-10,1,2384
2013-05-10,2,3421
2013-05-10,3,2936
2013-05-10,4,2767
2013-05-10,5,1999
2013-05-10,6,1930
2013-05-10,7,1781
2013-05-10,8,3138
2013-05-10,9,2716
2013-05-10,10,2892
2013-05-11,1,2431
2013-05-11,2,3549
2013-05-11,3,3206
2013-05-11,4,2865
2013-05-11,5,2025
2013-05-11,6,1991
2013-05-11,7,1979
2013-05-11,8,3412
2013-05-11,9,2852
2013-05-11,10,3208
2013-05-12,1,2577
2013-05-12,2,3717
2013-05-12,3,3326
2013-05-12,4,3104
2013-05-12,5,2239
2013-05-12,6,2196
2013-05-12,7,1937
2013-05-12,8,3546
2013-05-12,9,3002
2013-05-12,10,3324
2013-05-13,1,1725
2013-05-13,2,2474
2013-05-13,3,2168
2013-05-13,4,2023
2013-05-13,5,1542
2013-05-13,6,1461
2013-05-13,7,1354
2013-05-13,8,2327
2013-05-13,9,2042
2013-05-13,10,2137
2013-05-14,1,2019
2013-05-14,2,2973
2013-05-14,3,2715
2013-05-14,4,2330
2013-05-14,5,1760
2013-05-14,6,1733
2013-05-14,7,1547
2013-05-14,8,2881
2013-05-14,9,2427
2013-05-14,10,2526
2013-05-15,1,2092
2013-05-15,2,2953
2013-05-15,3,2575
2013-05-15,4,2479
2013-05-15,5,1667
2013-05-15,6,1752
2013-05-15,7,1627
2013-05-15,8,2795
2013-05-15,9,2401
2013-05-15,10,2490
2013-05-16,1,2191
2013-05-16,2,3178
2013-05-16,3,2746
2013-05-16,4,2490
2013-05-16,5,1848
2013-05-16,6,1857
2013-05-16,7,1749
2013-05-16,8,2933
2013-05-16,9,2619
2013-05-16,10,2712
2013-05-17,1,2420
2013-05-17,2,3301
2013-05-17,3,2858
2013-05-17,4,2736
2013-05-17,5,1913
2013-05-17,6,1935
2013-05-17,7,1736
2013-05-17,8,3203
2013-05-17,9,2763
2013-05-17,10,2921
2013-05-18,1,2547
2013-05-18,2,3611
2013-05-18,3,3153
2013-05-18,4,2841
2013-05-18,5,2125
2013-05-18,6,2098
2013-05-18,7,1858
2013-05-18,8,3307
2013-05-18,9,2872
2013-05-18,10,3163
2013-05-19,1,2663
2013-05-19,2,3720
2013-05-19,3,3324
2013-05-19,4,3115
2013-05-19,5,2262
2013-05-19,6,2275
2013-05-19,7,1971
2013-05-19,8,3541
2013-05-19,9,3015
2013-05-19,10,3260
2013-05-20,1,1767
2013-05-20,2,2581
2013-05-20,3,2191
2013-05-20,4,2051
2013-05-20,5,1522
2013-05-20,6,1459
2013-05-20,7,1335
2013-05-20,8,2307
2013-05-20,9,2044
2013-05-20,10,2210
2013-05-21,1,2044
2013-05-21,2,2828
2013-05-21,3,2543
2013-05-21,4,2442
2013-05-21,5,1716
2013-05-21,6,1703
2013-05-21,7,1587
2013-05-21,8,2885
2013-05-21,9,2426
2013-05-21,10,2576
2013-05-22,1,2119
2013-05-22,2,2894
2013-05-22,3,2614
2013-05-22,4,2454
2013-05-22,5,1773
2013-05-22,6,1698
2013-05-22,7,1651
2013-05-22,8,2760
2013-05-22,9,2418
2013-05-22,10,2612
2013-05-23,1,2306
2013-05-23,2,3130
2013-05-23,3,2808
2013-05-23,4,2483
2013-05-23,5,1838
2013-05-23,6,1898
2013-05-23,7,1763
2013-05-23,8,3017
2013-05-23,9,2512
2013-05-23,10,2723
2013-05-24,1,2396
2013-05-24,2,3369
2013-05-24,3,2898
2013-05-24,4,2823
2013-05-24,5,1957
2013-05-24,6,1949
2013-05-24,7,1779
2013-05-24,8,3197
2013-05-24,9,2608
2013-05-24,10,2974
2013-05-25,1,2522
2013-05-25,2,3576
2013-05-25,3,3128
2013-05-25,4,2918
2013-05-25,5,2062
2013-05-25,6,2085
2013-05-25,7,1870
2013-05-25,8,3484
2013-05-25,9,3008
2013-05-25,10,3175
2013-05-26,1,2766
2013-05-26,2,3747
2013-05-26,3,3362
2013-05-26,4,3088
2013-05-26,5,2296
2013-05-26,6,2220
2013-05-26,7,2042
2013-05-26,8,3634
2013-05-26,9,3119
2013-05-26,10,3321
2013-05-27,1,1787
2013-05-27,2,2472
2013-05-27,3,2230
2013-05-27,4,2147
2013-05-27,5,1496
2013-05-27,6,1491
2013-05-27,7,1340
2013-05-27,8,2354
2013-05-27,9,1989
2013-05-27,10,2164
2013-05-28,1,2049
2013-05-28,2,3003
2013-05-28,3,2668
2013-05-28,4,2374
2013-05-28,5,1681
2013-05-28,6,1775
2013-05-28,7,1581
2013-05-28,8,2802
2013-05-28,9,2403
2013-05-28,10,2539
2013-05-29,1,2065
2013-05-29,2,2980
2013-05-29,3,2615
2013-05-29,4,2429
2013-05-29,5,1725
2013-05-29,6,1772
2013-05-29,7,1612
2013-05-29,8,2839
2013-05-29,9,2477
2013-05-29,10,2465
2013-05-30,1,2204
2013-05-30,2,3155
2013-05-30,3,2682
2013-05-30,4,2595
2013-05-30,5,1887
2013-05-30,6,1874
2013-05-30,7,1634
2013-05-30,8,3039
2013-05-30,9,2552
2013-05-30,10,2688
2013-05-31,1,2388
2013-05-31,2,3349
2013-05-31,3,2942
2013-05-31,4,2747
2013-05-31,5,1977
2013-05-31,6,1934
2013-05-31,7,1767
2013-05-31,8,3173
2013-05-31,9,2747
2013-05-31,10,3068
2013-06-01,1,2631
2013-06-01,2,3696
2013-06-01,3,3366
2013-06-01,4,3081
2013-06-01,5,2214
2013-06-01,6,2232
2013-06-01,7,2101
2013-06-01,8,3479
2013-06-01,9,3031
2013-06-01,10,3389
2013-06-02,1,2736
2013-06-02,2,4164
2013-06-02,3,3577
2013-06-02,4,3385
2013-06-02,5,2375
2013-06-02,6,2248
2013-06-02,7,2143
2013-06-02,8,3879
2013-06-02,9,3201
2013-06-02,10,3571
2013-06-03,1,1874
2013-06-03,2,2647
2013-06-03,3,2415
2013-06-03,4,2162
2013-06-03,5,1601
2013-06-03,6,1572
2013-06-03,7,1417
2013-06-03,8,2531
2013-06-03,9,2127
2013-06-03,10,2282
2013-06-04,1,2184
2013-06-04,2,3100
2013-06-04,3,2701
2013-06-04,4,2509
2013-06-04,5,1763
2013-06-04,6,1824
2013-06-04,7,1593
2013-06-04,8,3010
2013-06-04,9,2598
2013-06-04,10,2756
2013-06-05,1,2155
2013-06-05,2,3142
2013-06-05,3,2772
2013-06-05,4,2527
2013-06-05,5,1914
2013-06-05,6,1805
2013-06-05,7,1709
2013-06-05,8,2957
2013-06-05,9,2643
2013-06-05,10,2702
2013-06-06,1,2300
2013-06-06,2,3363
2013-06-06,3,3039
2013-06-06,4,2685
2013-06-06,5,1982
2013-06-06,6,2004
2013-06-06,7,1898
2013-06-06,8,3172
2013-06-06,9,2771
2013-06-06,10,2979
2013-06-07,1,2427
2013-06-07,2,3606
2013-06-07,3,3155
2013-06-07,4,2917
2013-06-07,5,2065
2013-06-07,6,2168
2013-06-07,7,1880
2013-06-07,8,3423
2013-06-07,9,2905
2013-06-07,10,3188
2013-06-08,1,2657
2013-06-08,2,3770
2013-06-08,3,3407
2013-06-08,4,3091
2013-06-08,5,2265
2013-06-08,6,2236
2013-06-08,7,2142
2013-06-08,8,3556
2013-06-08,9,3058
2013-06-08,10,3305
2013-06-09,1,2903
2013-06-09,2,3927
2013-06-09,3,3486
2013-06-09,4,3210
2013-06-09,5,2383
2013-06-09,6,2426
2013-06-09,7,2125
2013-06-09,8,3828
2013-06-09,9,3236
2013-06-09,10,3443
2013-06-10,1,1957
2013-06-10,2,2653
2013-06-10,3,2316
2013-06-10,4,2112
2013-06-10,5,1597
2013-06-10,6,1584
2013-06-10,7,1452
2013-06-10,8,2596
2013-06-10,9,2182
2013-06-10,10,2350
2013-06-11,1,2187
2013-06-11,2,3245
2013-06-11,3,2866
2013-06-11,4,2541
2013-06-11,5,1918
2013-06-11,6,1898
2013-06-11,7,1670
2013-06-11,8,2981
2013-06-11,9,2561
2013-06-11,10,2786
2013-06-12,1,2231
2013-06-12,2,3172
2013-06-12,3,2718
2013-06-12,4,2614
2013-06-12,5,1885
2013-06-12,6,1834
2013-06-12,7,1715
2013-06-12,8,3038
2013-06-12,9,2444
2013-06-12,10,2664
2013-06-13,1,2275
2013-06-13,2,3277
2013-06-13,3,2917
2013-06-13,4,2674
2013-06-13,5,2040
2013-06-13,6,2011
2013-06-13,7,1789
2013-06-13,8,3205
2013-06-13,9,2725
2013-06-13,10,2946
2013-06-14,1,2511
2013-06-14,2,3502
2013-06-14,3,3087
2013-06-14,4,2977
2013-06-14,5,2075
2013-06-14,6,2144
2013-06-14,7,1892
2013-06-14,8,3493
2013-06-14,9,2839
2013-06-14,10,3115
2013-06-15,1,2647
2013-06-15,2,3781
2013-06-15,3,3402
2013-06-15,4,3202
2013-06-15,5,2261
2013-06-15,6,2213
2013-06-15,7,2032
2013-06-15,8,3602
2013-06-15,9,2990
2013-06-15,10,3266
2013-06-16,1,2838
2013-06-16,2,4039
2013-06-16,3,3571
2013-06-16,4,3288
2013-06-16,5,2378
2013-06-16,6,2355
2013-06-16,7,2221
2013-06-16,8,3825
2013-06-16,9,3243
2013-06-16,10,3448
2013-06-17,1,1790
2013-06-17,2,2611
2013-06-17,3,2302
2013-06-17,4,2256
2013-06-17,5,1651
2013-06-17,6,1632
2013-06-17,7,1395
2013-06-17,8,2479
2013-06-17,9,2133
2013-06-17,10,2283
2013-06-18,1,2176
2013-06-18,2,3064
2013-06-18,3,2757
2013-06-18,4,2576
2013-06-18,5,1825
2013-06-18,6,1896
2013-06-18,7,1730
2013-06-18,8,3009
2013-06-18,9,2580
2013-06-18,10,2729
2013-06-19,1,2243
2013-06-19,2,3073
2013-06-19,3,2776
2013-06-19,4,2501
2013-06-19,5,1881
2013-06-19,6,1847
2013-06-19,7,1694
2013-06-19,8,3009
2013-06-19,9,2508
2013-06-19,10,2623
2013-06-20,1,2279
2013-06-20,2,3339
2013-06-20,3,3026
2013-06-20,4,2783
2013-06-20,5,1992
2013-06-20,6,2000
2013-06-20,7,1793
2013-06-20,8,3215
2013-06-20,9,2752
2013-06-20,10,2949
2013-06-21,1,2527
2013-06-21,2,3507
2013-06-21,3,3103
2013-06-21,4,2899
2013-06-21,5,2114
2013-06-21,6,2117
2013-06-21,7,1914
2013-06-21,8,3320
2013-06-21,9,2975
2013-06-21,10,3191
2013-06-22,1,2701
2013-06-22,2,3775
2013-06-22,3,3414
2013-06-22,4,3114
2013-06-22,5,2272
2013-06-22,6,2310
2013-06-22,7,1966
2013-06-22,8,3600
2013-06-22,9,3067
2013-06-22,10,3245
2013-06-23,1,2880
2013-06-23,2,4046
2013-06-23,3,3634
2013-06-23,4,3342
2013-06-23,5,2296
2013-06-23,6,2372
2013-06-23,7,2155
2013-06-23,8,3908
2013-06-23,9,3301
2013-06-23,10,3536
2013-06-24,1,1961
2013-06-24,2,2690
2013-06-24,3,2359
2013-06-24,4,2292
2013-06-24,5,1570
2013-06-24,6,1592
2013-06-24,7,1461
2013-06-24,8,2514
2013-06-24,9,2196
2013-06-24,10,2269
2013-06-25,1,2138
2013-06-25,2,3068
2013-06-25,3,2770
2013-06-25,4,2555
2013-06-25,5,1876
2013-06-25,6,1877
2013-06-25,7,1752
2013-06-25,8,2991
2013-06-25,9,2436
2013-06-25,10,2652
2013-06-26,1,2187
2013-06-26,2,3152
2013-06-26,3,2831
2013-06-26,4,2538
2013-06-26,5,1901
2013-06-26,6,1786
2013-06-26,7,1677
2013-06-26,8,3056
2013-06-26,9,2613
2013-06-26,10,2708
2013-06-27,1,2366
2013-06-27,2,3388
2013-06-27,3,2927
2013-06-27,4,2717
2013-06-27,5,2010
2013-06-27,6,1993
2013-06-27,7,1860
2013-06-27,8,3270
2013-06-27,9,2828
2013-06-27,10,2982
2013-06-28,1,2426
2013-06-28,2,3564
2013-06-28,3,3099
2013-06-28,4,2884
2013-06-28,5,2198
2013-06-28,6,2100
2013-06-28,7,1908
2013-06-28,8,3369
2013-06-28,9,2968
2013-06-28,10,3074
2013-06-29,1,2569
2013-06-29,2,3687
2013-06-29,3,3394
2013-06-29,4,3194
2013-06-29,5,2120
2013-06-29,6,2301
2013-06-29,7,2038
2013-06-29,8,3599
2013-06-29,9,3149
2013-06-29,10,3398
2013-06-30,1,2775
2013-06-30,2,4110
2013-06-30,3,3472
2013-06-30,4,3274
2013-06-30,5,2382
2013-06-30,6,2335
2013-06-30,7,2205
2013-06-30,8,3883
2013-06-30,9,3360
2013-06-30,10,3460
2013-07-01,1,1923
2013-07-01,2,2781
2013-07-01,3,2526
2013-07-01,4,2297
2013-07-01,5,1656
2013-07-01,6,1740
2013-07-01,7,1483
2013-07-01,8,2794
2013-07-01,9,2292
2013-07-01,10,2505
2013-07-02,1,2354
2013-07-02,2,3290
2013-07-02,3,3019
2013-07-02,4,2676
2013-07-02,5,1949
2013-07-02,6,1958
2013-07-02,7,1769
2013-07-02,8,3161
2013-07-02,9,2681
2013-07-02,10,2945
2013-07-03,1,2283
2013-07-03,2,3323
2013-07-03,3,2925
2013-07-03,4,2721
2013-07-03,5,1931
2013-07-03,6,1973
2013-07-03,7,1821
2013-07-03,8,3147
2013-07-03,9,2732
2013-07-03,10,3047
2013-07-04,1,2532
2013-07-04,2,3535
2013-07-04,3,3093
2013-07-04,4,2984
2013-07-04,5,2134
2013-07-04,6,2095
2013-07-04,7,1976
2013-07-04,8,3284
2013-07-04,9,2848
2013-07-04,10,3143
2013-07-05,1,2668
2013-07-05,2,3752
2013-07-05,3,3386
2013-07-05,4,3096
2013-07-05,5,2202
2013-07-05,6,2230
2013-07-05,7,2094
2013-07-05,8,3536
2013-07-05,9,3100
2013-07-05,10,3354
2013-07-06,1,2849
2013-07-06,2,4038
2013-07-06,3,3523
2013-07-06,4,3274
2013-07-06,5,2382
2013-07-06,6,2323
2013-07-06,7,2169
2013-07-06,8,3741
2013-07-06,9,3327
2013-07-06,10,3552
2013-07-07,1,2998
2013-07-07,2,4139
2013-07-07,3,3778
2013-07-07,4,3423
2013-07-07,5,2485
2013-07-07,6,2569
2013-07-07,7,2298
2013-07-07,8,4016
2013-07-07,9,3448
2013-07-07,10,3795
2013-07-08,1,2145
2013-07-08,2,2811
2013-07-08,3,2553
2013-07-08,4,2347
2013-07-08,5,1712
2013-07-08,6,1729
2013-07-08,7,1539
2013-07-08,8,2721
2013-07-08,9,2257
2013-07-08,10,2474
2013-07-09,1,2274
2013-07-09,2,3298
2013-07-09,3,2883
2013-07-09,4,2832
2013-07-09,5,2081
2013-07-09,6,1968
2013-07-09,7,1787
2013-07-09,8,3200
2013-07-09,9,2695
2013-07-09,10,2899
2013-07-10,1,2288
2013-07-10,2,3231
2013-07-10,3,2989
2013-07-10,4,2746
2013-07-10,5,1939
2013-07-10,6,1996
2013-07-10,7,1765
2013-07-10,8,3130
2013-07-10,9,2757
2013-07-10,10,2887
2013-07-11,1,2494
2013-07-11,2,3577
2013-07-11,3,3138
2013-07-11,4,2943
2013-07-11,5,2149
2013-07-11,6,2175
2013-07-11,7,1988
2013-07-11,8,3375
2013-07-11,9,2978
2013-07-11,10,3160
2013-07-12,1,2654
2013-07-12,2,3759
2013-07-12,3,3240
2013-07-12,4,3077
2013-07-12,5,2252
2013-07-12,6,2271
2013-07-12,7,2145
2013-07-12,8,3795
2013-07-12,9,3083
2013-07-12,10,3374
2013-07-13,1,2838
2013-07-13,2,4034
2013-07-13,3,3590
2013-07-13,4,3257
2013-07-13,5,2423
2013-07-13,6,2432
2013-07-13,7,2207
2013-07-13,8,3948
2013-07-13,9,3299
2013-07-13,10,3512
2013-07-14,1,3022
2013-07-14,2,4194
2013-07-14,3,3839
2013-07-14,4,3517
2013-07-14,5,2478
2013-07-14,6,2487
2013-07-14,7,2281
2013-07-14,8,4110
2013-07-14,9,3529
2013-07-14,10,3656
2013-07-15,1,2058
2013-07-15,2,2871
2013-07-15,3,2449
2013-07-15,4,2287
2013-07-15,5,1614
2013-07-15,6,1677
2013-07-15,7,1561
2013-07-15,8,2715
2013-07-15,9,2303
2013-07-15,10,2485
2013-07-16,1,2402
2013-07-16,2,3291
2013-07-16,3,2929
2013-07-16,4,2676
2013-07-16,5,1988
2013-07-16,6,1946
2013-07-16,7,1746
2013-07-16,8,3210
2013-07-16,9,2803
2013-07-16,10,2954
2013-07-17,1,2319
2013-07-17,2,3251
2013-07-17,3,2901
2013-07-17,4,2755
2013-07-17,5,1992
2013-07-17,6,1918
2013-07-17,7,1798
2013-07-17,8,3123
2013-07-17,9,2699
2013-07-17,10,2908
2013-07-18,1,2495
2013-07-18,2,3485
2013-07-18,3,3111
2013-07-18,4,2935
2013-07-18,5,2147
2013-07-18,6,2073
2013-07-18,7,1943
2013-07-18,8,3415
2013-07-18,9,2918
2013-07-18,10,3096
2013-07-19,1,2693
2013-07-19,2,3845
2013-07-19,3,3397
2013-07-19,4,3165
2013-07-19,5,2181
2013-07-19,6,2186
2013-07-19,7,2025
2013-07-19,8,3707
2013-07-19,9,3226
2013-07-19,10,3309
2013-07-20,1,2861
2013-07-20,2,4041
2013-07-20,3,3610
2013-07-20,4,3274
2013-07-20,5,2427
2013-07-20,6,2363
2013-07-20,7,2166
2013-07-20,8,3820
2013-07-20,9,3270
2013-07-20,10,3449
2013-07-21,1,2934
2013-07-21,2,4174
2013-07-21,3,3755
2013-07-21,4,3535
2013-07-21,5,2525
2013-07-21,6,2469
2013-07-21,7,2317
2013-07-21,8,4052
2013-07-21,9,3541
2013-07-21,10,3848
2013-07-22,1,1998
2013-07-22,2,2861
2013-07-22,3,2518
2013-07-22,4,2302
2013-07-22,5,1717
2013-07-22,6,1636
2013-07-22,7,1525
2013-07-22,8,2687
2013-07-22,9,2327
2013-07-22,10,2489
2013-07-23,1,2325
2013-07-23,2,3319
2013-07-23,3,2935
2013-07-23,4,2666
2013-07-23,5,1993
2013-07-23,6,1937
2013-07-23,7,1699
2013-07-23,8,3207
2013-07-23,9,2686
2013-07-23,10,2915
2013-07-24,1,2328
2013-07-24,2,3369
2013-07-24,3,2938
2013-07-24,4,2705
2013-07-24,5,1950
2013-07-24,6,2030
2013-07-24,7,1835
2013-07-24,8,3207
2013-07-24,9,2722
2013-07-24,10,2952
2013-07-25,1,2532
2013-07-25,2,3653
2013-07-25,3,3118
2013-07-25,4,2845
2013-07-25,5,2135
2013-07-25,6,2066
2013-07-25,7,1990
2013-07-25,8,3368
2013-07-25,9,2865
2013-07-25,10,3110
2013-07-26,1,2659
2013-07-26,2,3858
2013-07-26,3,3387
2013-07-26,4,3061
2013-07-26,5,2218
2013-07-26,6,2322
2013-07-26,7,2027
2013-07-26,8,3596
2013-07-26,9,3136
2013-07-26,10,3321
2013-07-27,1,2868
2013-07-27,2,4130
2013-07-27,3,3593
2013-07-27,4,3367
2013-07-27,5,2349
2013-07-27,6,2396
2013-07-27,7,2195
2013-07-27,8,3860
2013-07-27,9,3386
2013-07-27,10,3537
2013-07-28,1,3009
2013-07-28,2,4206
2013-07-28,3,3746
2013-07-28,4,3566
2013-07-28,5,2453
2013-07-28,6,2495
2013-07-28,7,2283
2013-07-28,8,4073
2013-07-28,9,3568
2013-07-28,10,3817
2013-07-29,1,1965
2013-07-29,2,2859
2013-07-29,3,2487
2013-07-29,4,2304
2013-07-29,5,1672
2013-07-29,6,1584
2013-07-29,7,1546
2013-07-29,8,2760
2013-07-29,9,2318
2013-07-29,10,2492
2013-07-30,1,2407
2013-07-30,2,3298
2013-07-30,3,2988
2013-07-30,4,2715
2013-07-30,5,1988
2013-07-30,6,1963
2013-07-30,7,1823
2013-07-30,8,3147
2013-07-30,9,2722
2013-07-30,10,2822
2013-07-31,1,2352
2013-07-31,2,3372
2013-07-31,3,2889
2013-07-31,4,2729
2013-07-31,5,1953
2013-07-31,6,1966
2013-07-31,7,1749
2013-07-31,8,3135
2013-07-31,9,2678
2013-07-31,10,2801
2013-08-01,1,2260
2013-08-01,2,3120
2013-08-01,3,2741
2013-08-01,4,2556
2013-08-01,5,1758
2013-08-01,6,1814
2013-08-01,7,1643
2013-08-01,8,2956
2013-08-01,9,2440
2013-08-01,10,2764
2013-08-02,1,2370
2013-08-02,2,3344
2013-08-02,3,3001
2013-08-02,4,2650
2013-08-02,5,2068
2013-08-02,6,2010
2013-08-02,7,1799
2013-08-02,8,3216
2013-08-02,9,2757
2013-08-02,10,2944
2013-08-03,1,2497
2013-08-03,2,3513
2013-08-03,3,3230
2013-08-03,4,2938
2013-08-03,5,2141
2013-08-03,6,2110
2013-08-03,7,1911
2013-08-03,8,3430
2013-08-03,9,2976
2013-08-03,10,3120
2013-08-04,1,2685
2013-08-04,2,3714
2013-08-04,3,3379
2013-08-04,4,3045
2013-08-04,5,2194
2013-08-04,6,2274
2013-08-04,7,1979
2013-08-04,8,3611
2013-08-04,9,3003
2013-08-04,10,3417
2013-08-05,1,1788
2013-08-05,2,2428
2013-08-05,3,2155
2013-08-05,4,2075
2013-08-05,5,1490
2013-08-05,6,1437
2013-08-05,7,1424
2013-08-05,8,2485
2013-08-05,9,2105
2013-08-05,10,2247
2013-08-06,1,2129
2013-08-06,2,2838
2013-08-06,3,2509
2013-08-06,4,2424
2013-08-06,5,1790
2013-08-06,6,1713
2013-08-06,7,1589
2013-08-06,8,2795
2013-08-06,9,2380
2013-08-06,10,2573
2013-08-07,1,2020
2013-08-07,2,2817
2013-08-07,3,2549
2013-08-07,4,2417
2013-08-07,5,1717
2013-08-07,6,1747
2013-08-07,7,1537
2013-08-07,8,2740
2013-08-07,9,2404
2013-08-07,10,2507
2013-08-08,1,2170
2013-08-08,2,3200
2013-08-08,3,2769
2013-08-08,4,2540
2013-08-08,5,1835
2013-08-08,6,1835
2013-08-08,7,1653
2013-08-08,8,2969
2013-08-08,9,2621
2013-08-08,10,2762
2013-08-09,1,2392
2013-08-09,2,3300
2013-08-09,3,2880
2013-08-09,4,2623
2013-08-09,5,1964
2013-08-09,6,1954
2013-08-09,7,1847
2013-08-09,8,3222
2013-08-09,9,2762
2013-08-09,10,2918
2013-08-10,1,2511
2013-08-10,2,3518
2013-08-10,3,3117
2013-08-10,4,2856
2013-08-10,5,2046
2013-08-10,6,2161
2013-08-10,7,1946
2013-08-10,8,3386
2013-08-10,9,2902
2013-08-10,10,3039
2013-08-11,1,2633
2013-08-11,2,3818
2013-08-11,3,3264
2013-08-11,4,3097
2013-08-11,5,2302
2013-08-11,6,2205
2013-08-11,7,1974
2013-08-11,8,3605
2013-08-11,9,3087
2013-08-11,10,3275
2013-08-12,1,1793
2013-08-12,2,2488
2013-08-12,3,2277
2013-08-12,4,2062
2013-08-12,5,1546
2013-08-12,6,1392
2013-08-12,7,1402
2013-08-12,8,2373
2013-08-12,9,2023
2013-08-12,10,2214
2013-08-13,1,2081
2013-08-13,2,2825
2013-08-13,3,2640
2013-08-13,4,2294
2013-08-13,5,1726
2013-08-13,6,1753
2013-08-13,7,1575
2013-08-13,8,2815
2013-08-13,9,2411
2013-08-13,10,2525
2013-08-14,1,2080
2013-08-14,2,2951
2013-08-14,3,2586
2013-08-14,4,2456
2013-08-14,5,1715
2013-08-14,6,1770
2013-08-14,7,1574
2013-08-14,8,2725
2013-08-14,9,2400
2013-08-14,10,2470
2013-08-15,1,2250
2013-08-15,2,3075
2013-08-15,3,2844
2013-08-15,4,2556
2013-08-15,5,1850
2013-08-15,6,1851
2013-08-15,7,1675
2013-08-15,8,2967
2013-08-15,9,2504
2013-08-15,10,2804
2013-08-16,1,2418
2013-08-16,2,3339
2013-08-16,3,2956
2013-08-16,4,2715
2013-08-16,5,1954
2013-08-16,6,1962
2013-08-16,7,1943
2013-08-16,8,3172
2013-08-16,9,2801
2013-08-16,10,2972
2013-08-17,1,2637
2013-08-17,2,3512
2013-08-17,3,3209
2013-08-17,4,2978
2013-08-17,5,2104
2013-08-17,6,2096
2013-08-17,7,1979
2013-08-17,8,3380
2013-08-17,9,2895
2013-08-17,10,3097
2013-08-18,1,2575
2013-08-18,2,3802
2013-08-18,3,3335
2013-08-18,4,3028
2013-08-18,5,2269
2013-08-18,6,2260
2013-08-18,7,2003
2013-08-18,8,3584
2013-08-18,9,3035
2013-08-18,10,3288
2013-08-19,1,1762
2013-08-19,2,2557
2013-08-19,3,2242
2013-08-19,4,2036
2013-08-19,5,1380
2013-08-19,6,1473
2013-08-19,7,1351
2013-08-19,8,2338
2013-08-19,9,2072
2013-08-19,10,2125
2013-08-20,1,2083
2013-08-20,2,2912
2013-08-20,3,2652
2013-08-20,4,2409
2013-08-20,5,1732
2013-08-20,6,1789
2013-08-20,7,1607
2013-08-20,8,2740
2013-08-20,9,2325
2013-08-20,10,2606
2013-08-21,1,2061
2013-08-21,2,2821
2013-08-21,3,2696
2013-08-21,4,2428
2013-08-21,5,1725
2013-08-21,6,1702
2013-08-21,7,1548
2013-08-21,8,2811
2013-08-21,9,2469
2013-08-21,10,2475
2013-08-22,1,2253
2013-08-22,2,3072
2013-08-22,3,2839
2013-08-22,4,2584
